net,length_um
rvsingle.dp.rf.rf\[31\]\[0\],18.94
rvsingle.dp.rf.rf\[13\]\[6\],18.9
rvsingle.dp.rf.rf\[30\]\[8\],18.885
_03792_,18.86
_04113_,18.86
rvsingle.dp.rf.rf\[11\]\[11\],18.86
_01589_,18.82
_02172_,18.82
_02973_,18.82
rvsingle.dp.rf.rf\[19\]\[28\],18.82
rvsingle.dp.rf.rf\[30\]\[5\],18.82
_05133_,18.8
rvsingle.dp.rf.rf\[8\]\[15\],18.8
_03312_,18.76
_04235_,18.76
rvsingle.dp.rf.rf\[0\]\[11\],18.76
_03559_,18.74
rvsingle.dp.rf.rf\[13\]\[8\],18.66
rvsingle.dp.rf.rf\[2\]\[18\],18.66
rvsingle.dp.rf.rf\[7\]\[18\],18.66
rvsingle.dp.rf.rf\[30\]\[29\],18.645
_01274_,18.62
_04115_,18.62
rvsingle.dp.PCNext\[29\],18.62
_03774_,18.6
_04201_,18.6
rvsingle.dp.rf.rf\[4\]\[21\],18.6
_01285_,18.56
_01859_,18.56
_02472_,18.56
_02948_,18.56
rvsingle.dp.rf.rf\[3\]\[12\],18.56
_03494_,18.54
_04112_,18.54
rvsingle.dp.rf.rf\[23\]\[19\],18.54
rvsingle.dp.rf.rf\[2\]\[12\],18.52
_04560_,18.5
_03041_,18.48
_03163_,18.48
rvsingle.dp.rf.rf\[16\]\[22\],18.48
_02484_,18.46
_03748_,18.46
rvsingle.dp.rf.rf\[5\]\[11\],18.46
_06008_,18.44
_01554_,18.42
rvsingle.dp.rf.rf\[0\]\[7\],18.42
_01838_,18.4
rvsingle.dp.rf.rf\[26\]\[16\],18.4
rvsingle.dp.rf.rf\[2\]\[13\],18.4
_03016_,18.36
rvsingle.dp.rf.rf\[6\]\[4\],18.345
_03910_,18.34
rvsingle.dp.rf.rf\[7\]\[4\],18.34
_05341_,18.32
rvsingle.dp.rf.rf\[26\]\[8\],18.3
_04052_,18.28
_04086_,18.28
rvsingle.dp.rf.rf\[22\]\[7\],18.28
rvsingle.dp.rf.rf\[23\]\[9\],18.26
_03575_,18.24
_04705_,18.24
_01724_,18.2
_04624_,18.2
rvsingle.dp.rf.rf\[9\]\[16\],18.2
_03024_,18.18
_03161_,18.18
_04215_,18.18
rvsingle.dp.rf.rf\[0\]\[1\],18.18
_01582_,18.16
rvsingle.dp.rf.rf\[8\]\[22\],18.16
_04670_,18.14
_04866_,18.14
_03917_,18.12
rvsingle.dp.rf.rf\[22\]\[23\],18.105
_02078_,18.1
_04636_,18.1
_04614_,18.06
_03373_,18.04
rvsingle.dp.rf.rf\[3\]\[11\],18.04
_03657_,17.98
rvsingle.dp.rf.rf\[9\]\[28\],17.98
rvsingle.dp.rf.rf\[30\]\[11\],17.965
_01236_,17.96
rvsingle.dp.rf.rf\[3\]\[23\],17.96
rvsingle.dp.rf.rf\[4\]\[25\],17.94
_02014_,17.9
_03732_,17.9
_03954_,17.9
rvsingle.dp.rf.rf\[30\]\[27\],17.87
_03715_,17.86
rvsingle.dp.rf.rf\[21\]\[31\],17.86
rvsingle.dp.rf.rf\[23\]\[24\],17.86
rvsingle.dp.rf.rf\[30\]\[7\],17.86
net147,17.84
_01443_,17.82
_05742_,17.82
_02167_,17.8
_02831_,17.8
_03216_,17.78
_04572_,17.78
_06021_,17.78
rvsingle.dp.rf.rf\[4\]\[11\],17.78
_01168_,17.76
net358,17.76
_01363_,17.755
_01288_,17.74
_04561_,17.72
_04571_,17.72
rvsingle.dp.rf.rf\[0\]\[10\],17.72
_03768_,17.68
_02572_,17.66
_05347_,17.66
rvsingle.dp.rf.rf\[13\]\[25\],17.64
rvsingle.dp.rf.rf\[6\]\[22\],17.625
rvsingle.dp.rf.rf\[4\]\[29\],17.6
_02467_,17.58
_01457_,17.56
_01734_,17.56
_03909_,17.56
_01679_,17.54
_03772_,17.54
_04578_,17.54
_02687_,17.52
_04655_,17.52
rvsingle.dp.rf.rf\[11\]\[29\],17.52
_03350_,17.48
_03357_,17.48
rvsingle.dp.rf.rf\[28\]\[20\],17.48
_03228_,17.46
rvsingle.dp.rf.rf\[8\]\[4\],17.44
_01290_,17.41
rvsingle.dp.rf.rf\[30\]\[10\],17.405
_05901_,17.4
rvsingle.dp.rf.rf\[27\]\[30\],17.4
_01173_,17.38
_04148_,17.36
_04186_,17.36
rvsingle.dp.rf.rf\[5\]\[16\],17.36
_01928_,17.32
rvsingle.dp.rf.rf\[5\]\[19\],17.32
rvsingle.dp.rf.rf\[9\]\[22\],17.32
_02494_,17.3
_03961_,17.3
_03546_,17.28
_04359_,17.24
_04509_,17.24
_04606_,17.24
_02685_,17.22
rvsingle.dp.rf.rf\[23\]\[13\],17.22
rvsingle.dp.rf.rf\[28\]\[9\],17.22
_04549_,17.18
_01384_,17.16
_05746_,17.16
rvsingle.dp.rf.rf\[10\]\[8\],17.16
rvsingle.dp.rf.rf\[6\]\[12\],17.145
_00600_,17.125
_02510_,17.12
_04500_,17.11
rvsingle.dp.rf.rf\[0\]\[27\],17.06
_03803_,17.04
_04051_,17.04
_04657_,17.04
_02934_,17.02
_05794_,17.02
_06017_,17.02
_04698_,17.01
_02287_,16.98
_04012_,16.98
rvsingle.dp.rf.rf\[2\]\[28\],16.98
rvsingle.dp.rf.rf\[20\]\[17\],16.96
_01410_,16.92
_04258_,16.92
_01314_,16.88
_03798_,16.88
_04357_,16.88
_04596_,16.88
_04553_,16.84
_04635_,16.84
rvsingle.dp.rf.rf\[0\]\[15\],16.84
_04058_,16.8
rvsingle.dp.rf.rf\[26\]\[24\],16.785
_03018_,16.78
rvsingle.dp.rf.rf\[6\]\[24\],16.745
_02535_,16.74
_02914_,16.74
_04368_,16.68
rvsingle.dp.rf.rf\[30\]\[9\],16.67
_01320_,16.64
_02087_,16.64
_01810_,16.62
_04564_,16.58
_04987_,16.56
net292,16.56
_01431_,16.54
_04442_,16.535
_01899_,16.52
_02609_,16.48
rvsingle.dp.rf.rf\[16\]\[25\],16.48
rvsingle.dp.rf.rf\[8\]\[31\],16.48
net98,16.48
_01959_,16.47
_02566_,16.46
_02963_,16.46
_03830_,16.455
_01186_,16.44
rvsingle.dp.rf.rf\[12\]\[30\],16.44
_02674_,16.42
_03737_,16.41
_04518_,16.4
rvsingle.dp.rf.rf\[0\]\[13\],16.4
rvsingle.dp.rf.rf\[11\]\[2\],16.4
rvsingle.dp.rf.rf\[16\]\[7\],16.4
rvsingle.dp.rf.rf\[2\]\[16\],16.4
_01060_,16.36
_03422_,16.36
_04353_,16.36
rvsingle.dp.rf.rf\[8\]\[14\],16.36
_01072_,16.34
_01933_,16.34
rvsingle.dp.rf.rf\[6\]\[8\],16.34
rvsingle.dp.rf.rf\[8\]\[18\],16.34
_04169_,16.32
rvsingle.dp.rf.rf\[27\]\[6\],16.32
_01556_,16.3
_02180_,16.3
_02339_,16.3
rvsingle.dp.rf.rf\[23\]\[22\],16.3
rvsingle.dp.rf.rf\[26\]\[28\],16.295
_01622_,16.28
net234,16.28
_03220_,16.265
rvsingle.dp.rf.rf\[6\]\[19\],16.265
_01989_,16.26
_03140_,16.26
_04177_,16.26
_02451_,16.22
_05939_,16.2
_03203_,16.18
_01836_,16.1
rvsingle.dp.rf.rf\[27\]\[24\],16.095
_03431_,16.08
_03562_,16.08
rvsingle.dp.rf.rf\[26\]\[23\],16.06
rvsingle.dp.rf.rf\[9\]\[12\],16.06
_03889_,16.04
rvsingle.dp.rf.rf\[23\]\[31\],16.04
net106,16.04
rvsingle.dp.rf.rf\[6\]\[18\],16.02
_03058_,16
_02060_,15.98
_03818_,15.98
_02764_,15.96
_04568_,15.96
rvsingle.dp.rf.rf\[1\]\[16\],15.94
rvsingle.dp.rf.rf\[3\]\[28\],15.94
_03756_,15.9
_04940_,15.88
_00205_,15.86
_01239_,15.86
_02617_,15.86
_03304_,15.86
_03996_,15.86
_04066_,15.86
_04199_,15.86
rvsingle.dp.rf.rf\[0\]\[23\],15.86
_05244_,15.84
_05875_,15.82
rvsingle.dp.rf.rf\[5\]\[17\],15.8
_01130_,15.78
_04346_,15.78
_02090_,15.76
_03676_,15.76
rvsingle.dp.rf.rf\[6\]\[27\],15.76
rvsingle.dp.rf.rf\[1\]\[24\],15.74
net314,15.74
_03677_,15.72
_03964_,15.68
clknet_leaf_46_clk,15.68
net784,15.68
_03232_,15.64
_03564_,15.62
rvsingle.dp.rf.rf\[23\]\[16\],15.6
rvsingle.dp.rf.rf\[6\]\[26\],15.58
_03978_,15.56
rvsingle.dp.rf.rf\[6\]\[20\],15.56
_04772_,15.52
_03059_,15.51
_04694_,15.49
_02784_,15.48
_03078_,15.46
rvsingle.dp.rf.rf\[30\]\[31\],15.46
net214,15.46
Instr[23],15.44
_05346_,15.44
_04345_,15.42
_02144_,15.4
rvsingle.dp.rf.rf\[25\]\[28\],15.4
rvsingle.dp.rf.rf\[7\]\[14\],15.4
_06094_,15.38
rvsingle.dp.rf.rf\[26\]\[11\],15.36
_02063_,15.34
rvsingle.dp.rf.rf\[25\]\[4\],15.34
_03561_,15.32
_03417_,15.3
_01412_,15.26
_02253_,15.26
_03739_,15.26
_04170_,15.26
_04069_,15.24
rvsingle.dp.rf.rf\[1\]\[10\],15.24
_01815_,15.22
_03116_,15.22
_03242_,15.22
_01525_,15.2
_03981_,15.2
rvsingle.dp.rf.rf\[18\]\[10\],15.185
_04484_,15.18
_04566_,15.16
_01406_,15.14
_01801_,15.14
rvsingle.dp.rf.rf\[12\]\[2\],15.14
rvsingle.dp.rf.rf\[18\]\[9\],15.14
rvsingle.dp.rf.rf\[8\]\[26\],15.14
_02015_,15.12
_01579_,15.1
_02258_,15.08
rvsingle.dp.rf.rf\[8\]\[8\],15.08
_01736_,15.06
_03372_,15.06
_03741_,15.06
rvsingle.dp.rf.rf\[0\]\[21\],15.02
_02463_,15
_02723_,15
_02731_,15
rvsingle.dp.rf.rf\[24\]\[18\],15
_03931_,14.98
_04830_,14.98
rvsingle.dp.rf.rf\[10\]\[12\],14.98
rvsingle.dp.rf.rf\[12\]\[18\],14.98
_03999_,14.96
_01823_,14.94
_03333_,14.94
_03460_,14.94
_03822_,14.94
_04580_,14.94
_04037_,14.92
_04460_,14.92
_05269_,14.92
rvsingle.dp.rf.rf\[6\]\[17\],14.92
_01266_,14.9
_02872_,14.88
_02920_,14.88
_03779_,14.88
_04090_,14.88
_04543_,14.88
_04984_,14.86
_05532_,14.84
rvsingle.dp.rf.rf\[16\]\[10\],14.84
_02581_,14.82
_05005_,14.82
rvsingle.dp.rf.rf\[20\]\[31\],14.8
rvsingle.dp.rf.rf\[25\]\[23\],14.8
rvsingle.dp.rf.rf\[2\]\[10\],14.8
_02671_,14.78
_03831_,14.78
_04157_,14.78
net313,14.76
net785,14.76
_01205_,14.74
_01804_,14.74
_03647_,14.74
_03984_,14.72
_05007_,14.72
_04465_,14.68
rvsingle.dp.rf.rf\[1\]\[21\],14.68
_01807_,14.66
_02189_,14.66
_04110_,14.64
_05822_,14.64
rvsingle.dp.rf.rf\[23\]\[25\],14.64
_04634_,14.6
net414,14.6
_02360_,14.58
_02466_,14.58
_03749_,14.58
_05896_,14.58
_04424_,14.56
_05350_,14.56
rvsingle.dp.rf.rf\[27\]\[4\],14.56
_02468_,14.52
_02470_,14.52
_03786_,14.52
_04062_,14.52
rvsingle.dp.rf.rf\[0\]\[16\],14.52
_04334_,14.5
_04525_,14.5
rvsingle.dp.rf.rf\[5\]\[7\],14.5
_03535_,14.48
rvsingle.dp.rf.rf\[3\]\[8\],14.48
_02296_,14.46
_02403_,14.46
_04613_,14.46
rvsingle.dp.PCNext\[5\],14.46
DataAdr[0],14.44
WriteData[5],14.44
_01388_,14.42
_02128_,14.42
_02400_,14.42
_02575_,14.42
_02835_,14.42
_03843_,14.42
_06072_,14.42
rvsingle.dp.rf.rf\[25\]\[16\],14.42
rvsingle.dp.rf.rf\[8\]\[27\],14.42
rvsingle.dp.rf.rf\[8\]\[19\],14.4
net211,14.36
_04309_,14.34
_03918_,14.3
rvsingle.dp.rf.rf\[30\]\[26\],14.295
_03051_,14.28
rvsingle.dp.rf.rf\[11\]\[28\],14.28
_02304_,14.26
_04727_,14.26
net516,14.24
_04448_,14.22
rvsingle.dp.rf.rf\[19\]\[23\],14.22
_04583_,14.18
_03547_,14.16
_02836_,14.14
_03451_,14.14
_03755_,14.14
_03992_,14.14
rvsingle.dp.rf.rf\[23\]\[17\],14.14
_02227_,14.12
_02460_,14.12
_03219_,14.12
_01898_,14.11
_03054_,14.1
_04650_,14.1
_01905_,14.08
_04271_,14.08
net197,14.08
_03740_,14.06
_04486_,14.06
rvsingle.dp.rf.rf\[23\]\[28\],14.06
rvsingle.dp.rf.rf\[24\]\[4\],14.04
_03349_,14.02
net339,14.02
_01782_,14
_03075_,14
_03891_,14
_04160_,14
net175,14
DataAdr[13],13.98
net134,13.98
_02857_,13.97
_03884_,13.96
_04172_,13.96
rvsingle.dp.rf.rf\[27\]\[9\],13.92
rvsingle.dp.rf.rf\[4\]\[31\],13.9
net719,13.9
_01211_,13.88
rvsingle.dp.rf.rf\[3\]\[15\],13.88
_02894_,13.84
_03484_,13.84
_03688_,13.84
_03808_,13.84
_04335_,13.84
_05343_,13.84
_01031_,13.825
_03880_,13.815
_03602_,13.81
_01793_,13.8
_04178_,13.8
net238,13.8
_01583_,13.78
net513,13.78
_03080_,13.76
_04185_,13.76
_06097_,13.76
rvsingle.dp.rf.rf\[11\]\[23\],13.76
rvsingle.dp.rf.rf\[23\]\[1\],13.76
_01428_,13.74
_04620_,13.705
_04470_,13.68
_05229_,13.68
_05854_,13.68
net311,13.68
_03276_,13.64
_04972_,13.64
_03366_,13.6
rvsingle.dp.rf.rf\[5\]\[14\],13.6
rvsingle.dp.rf.rf\[7\]\[26\],13.6
_03795_,13.58
_04430_,13.58
_01162_,13.56
_02003_,13.56
_04025_,13.56
rvsingle.dp.rf.rf\[21\]\[12\],13.56
rvsingle.dp.rf.rf\[8\]\[23\],13.56
_02949_,13.54
_03390_,13.54
_03791_,13.54
rvsingle.dp.rf.rf\[10\]\[23\],13.54
WriteData[19],13.52
_01012_,13.505
_01122_,13.5
_02582_,13.5
_02659_,13.5
_04260_,13.5
_05605_,13.5
_02940_,13.48
_03482_,13.48
_03866_,13.48
_04570_,13.46
_04910_,13.46
_02205_,13.44
_05369_,13.42
_05497_,13.42
rvsingle.dp.rf.rf\[0\]\[25\],13.42
rvsingle.dp.rf.rf\[27\]\[16\],13.42
_04356_,13.4
net86,13.4
_04266_,13.38
rvsingle.dp.rf.rf\[21\]\[23\],13.38
rvsingle.dp.rf.rf\[23\]\[23\],13.38
rvsingle.dp.rf.rf\[2\]\[7\],13.38
_02027_,13.36
_04511_,13.34
_02877_,13.32
_03879_,13.32
_04530_,13.3
_05175_,13.3
_04347_,13.28
_05974_,13.28
net93,13.28
_01578_,13.26
_02439_,13.26
_05472_,13.26
rvsingle.dp.rf.rf\[23\]\[30\],13.26
rvsingle.dp.rf.rf\[22\]\[9\],13.245
_01019_,13.22
_04038_,13.2
_02343_,13.18
_03166_,13.16
_03229_,13.16
_04041_,13.16
_05450_,13.16
_05678_,13.16
_06133_,13.16
_04693_,13.14
_00827_,13.125
_01061_,13.12
rvsingle.dp.rf.rf\[1\]\[15\],13.12
_02086_,13.1
WriteData[10],13.06
rvsingle.dp.PCNext\[2\],13.06
_03838_,13.04
_04083_,13.04
net276,13.04
_00574_,13.025
_05932_,13.02
rvsingle.dp.rf.rf\[5\]\[18\],13.02
_01458_,13
_03413_,13
rvsingle.dp.rf.rf\[7\]\[8\],13
_01638_,12.98
_01002_,12.965
_01653_,12.96
_01798_,12.96
_03102_,12.96
_03286_,12.96
_03836_,12.96
_05975_,12.96
rvsingle.dp.rf.rf\[2\]\[15\],12.96
_00159_,12.94
_02433_,12.94
_02864_,12.92
rvsingle.dp.rf.rf\[29\]\[9\],12.92
rvsingle.dp.rf.rf\[2\]\[21\],12.92
_03581_,12.9
_02369_,12.88
_01418_,12.86
_01608_,12.86
_02207_,12.86
_02560_,12.86
_04999_,12.86
_05435_,12.86
net65,12.86
_01670_,12.84
_02196_,12.84
_03335_,12.84
_04665_,12.84
rvsingle.dp.rf.rf\[24\]\[23\],12.82
_00382_,12.805
_03826_,12.8
rvsingle.dp.rf.rf\[2\]\[20\],12.79
_02183_,12.78
_03705_,12.78
_03994_,12.78
_02222_,12.76
_03574_,12.76
_01465_,12.74
_05767_,12.74
_04042_,12.72
_05169_,12.72
rvsingle.dp.rf.rf\[24\]\[20\],12.72
_00096_,12.7
_02221_,12.7
_03218_,12.7
_03253_,12.7
_03606_,12.7
_01723_,12.68
_03084_,12.68
_02562_,12.66
_05345_,12.66
_00607_,12.655
_01978_,12.64
_03458_,12.64
_03608_,12.64
_04666_,12.64
rvsingle.dp.rf.rf\[18\]\[7\],12.64
_01151_,12.62
_03474_,12.62
_04798_,12.62
clknet_leaf_54_clk,12.62
net91,12.62
net117,12.62
net349,12.62
net449,12.62
net779,12.62
WriteData[21],12.6
net266,12.6
WriteData[3],12.58
_05609_,12.58
_05655_,12.56
_00539_,12.54
_01588_,12.52
_02826_,12.52
rvsingle.dp.rf.rf\[16\]\[2\],12.52
_03214_,12.5
_05679_,12.5
rvsingle.dp.rf.rf\[8\]\[5\],12.5
net640,12.5
_01182_,12.48
_01371_,12.48
_02969_,12.48
_02336_,12.46
_03914_,12.46
_04004_,12.46
rvsingle.dp.rf.rf\[27\]\[23\],12.46
net196,12.46
net715,12.46
_00653_,12.445
_00275_,12.44
_03223_,12.42
_05676_,12.42
_03316_,12.38
_04395_,12.38
_01438_,12.36
net216,12.36
_02889_,12.34
_04182_,12.34
_04691_,12.34
_04906_,12.34
_00815_,12.305
_02071_,12.28
_01164_,12.26
_03387_,12.26
_03757_,12.26
_04911_,12.26
rvsingle.dp.rf.rf\[7\]\[11\],12.26
_01289_,12.24
_02028_,12.22
_02471_,12.22
_03171_,12.22
_06056_,12.22
_01142_,12.2
_02070_,12.2
_05348_,12.195
_04512_,12.18
_03613_,12.16
rvsingle.dp.PCNext\[13\],12.16
_01954_,12.14
_02677_,12.14
_02819_,12.14
_03626_,12.14
_03728_,12.14
_04820_,12.14
_02374_,12.12
_03865_,12.12
_04108_,12.12
_05723_,12.12
_06029_,12.12
rvsingle.dp.rf.rf\[30\]\[3\],12.1
net230,12.1
_04310_,12.08
_05327_,12.08
net256,12.08
_00715_,12.065
_03098_,12.06
_01829_,12.04
_03182_,12.04
_04702_,12.04
net23,12.04
net165,12.04
_02076_,12.02
_03061_,12.02
net734,12.02
_01057_,12.005
rvsingle.dp.rf.rf\[28\]\[28\],11.98
rvsingle.dp.rf.rf\[30\]\[4\],11.96
_00654_,11.945
_01323_,11.94
_01394_,11.94
_02573_,11.94
_03385_,11.94
_04018_,11.94
_03336_,11.92
rvsingle.dp.rf.rf\[17\]\[11\],11.92
net27,11.92
net264,11.92
rvsingle.dp.rf.rf\[0\]\[28\],11.88
rvsingle.dp.rf.rf\[21\]\[7\],11.88
rvsingle.dp.rf.rf\[9\]\[0\],11.88
net36,11.88
net592,11.88
net193,11.86
_02431_,11.85
_02520_,11.84
_04569_,11.84
rvsingle.dp.rf.rf\[30\]\[25\],11.825
_03300_,11.82
net192,11.82
_01326_,11.8
_01379_,11.78
_02517_,11.78
_03367_,11.78
_05405_,11.78
_05596_,11.78
_05631_,11.78
_00365_,11.765
_02655_,11.74
net149,11.74
_03640_,11.72
_03666_,11.7
_03745_,11.7
rvsingle.dp.rf.rf\[11\]\[18\],11.7
net545,11.7
_04297_,11.68
_01631_,11.66
_02146_,11.66
_02742_,11.66
_03823_,11.66
net144,11.66
rvsingle.dp.rf.rf\[0\]\[19\],11.65
_01058_,11.64
_02699_,11.64
_03872_,11.64
net107,11.64
_01143_,11.62
net646,11.62
_03125_,11.6
_05788_,11.6
net450,11.6
net818,11.6
_04054_,11.595
_02077_,11.58
_02306_,11.58
_03443_,11.58
_04276_,11.58
_04567_,11.58
_05192_,11.58
_05488_,11.58
net209,11.58
_02490_,11.56
_03096_,11.56
_00781_,11.545
_03763_,11.54
rvsingle.dp.rf.rf\[26\]\[4\],11.54
rvsingle.dp.rf.rf\[5\]\[13\],11.54
_00970_,11.525
_00139_,11.5
_02388_,11.5
_03328_,11.5
_04050_,11.5
_01262_,11.48
_03403_,11.48
_04625_,11.48
rvsingle.dp.rf.rf\[23\]\[21\],11.48
_04604_,11.46
rvsingle.dp.rf.rf\[13\]\[9\],11.46
rvsingle.dp.rf.rf\[18\]\[25\],11.46
net59,11.46
net582,11.46
_04166_,11.44
net567,11.44
_03633_,11.42
rvsingle.dp.rf.rf\[30\]\[28\],11.42
_01500_,11.38
_01821_,11.38
_01413_,11.36
_01569_,11.36
_01939_,11.36
_03130_,11.36
_05189_,11.36
_00895_,11.345
_02839_,11.34
_04687_,11.34
_04699_,11.34
net503,11.34
_02955_,11.32
_03082_,11.32
_03448_,11.32
_04211_,11.32
_04563_,11.32
_05049_,11.32
_05248_,11.32
rvsingle.dp.rf.rf\[2\]\[22\],11.305
_02625_,11.3
_05063_,11.3
_02007_,11.28
_04308_,11.28
_05438_,11.28
_05559_,11.28
_05966_,11.28
rvsingle.dp.PCNext\[20\],11.28
net118,11.27
_02773_,11.26
_03752_,11.26
_06018_,11.26
_01507_,11.24
_01572_,11.24
_03159_,11.24
_03192_,11.24
_03877_,11.24
_03940_,11.24
_04272_,11.24
net397,11.24
_01573_,11.23
_00260_,11.225
_01287_,11.22
_02824_,11.22
_03040_,11.22
_00667_,11.205
_01857_,11.2
_03085_,11.2
_03104_,11.2
net755,11.2
_02786_,11.18
_04443_,11.18
_04678_,11.18
_05432_,11.18
_04803_,11.16
rvsingle.dp.rf.rf\[1\]\[1\],11.16
_00070_,11.145
_01908_,11.14
_03563_,11.14
_03720_,11.14
_04531_,11.14
_05693_,11.14
net616,11.14
net645,11.14
_00459_,11.125
_02050_,11.12
_02201_,11.12
_02239_,11.12
_04466_,11.12
_04536_,11.12
net54,11.12
net319,11.12
net416,11.12
net816,11.12
_04068_,11.1
net679,11.1
net783,11.1
_00333_,11.095
rvsingle.dp.rf.rf\[4\]\[30\],11.06
_00197_,11.045
_03282_,11.04
_05383_,11.04
_06079_,11.04
rvsingle.dp.rf.rf\[25\]\[9\],11.04
_05725_,11.02
_02424_,10.98
net30,10.98
net88,10.98
net390,10.98
_03318_,10.97
_02425_,10.96
_01733_,10.92
_03070_,10.92
rvsingle.dp.PCNext\[10\],10.92
net89,10.92
_05773_,10.9
net56,10.9
net101,10.9
net223,10.9
net606,10.9
net732,10.9
_04855_,10.89
_02020_,10.88
_02309_,10.86
_03069_,10.86
_03536_,10.86
_05483_,10.86
_05951_,10.86
_01756_,10.84
_04408_,10.84
_04474_,10.84
_03432_,10.82
_03947_,10.82
_04146_,10.82
_04431_,10.82
_05389_,10.82
_05768_,10.82
_01400_,10.8
_01625_,10.8
_02029_,10.8
_03592_,10.8
_04216_,10.8
_05981_,10.8
_01517_,10.78
_01919_,10.78
_02125_,10.78
_02311_,10.78
_03279_,10.78
_04176_,10.78
_05828_,10.78
net37,10.78
net140,10.78
net353,10.78
WriteData[23],10.76
WriteData[8],10.76
net2,10.76
_01077_,10.74
_02166_,10.74
_02919_,10.74
_02960_,10.74
_03841_,10.74
_03881_,10.74
_04355_,10.74
_04488_,10.74
_05786_,10.74
net778,10.74
_03856_,10.72
_05382_,10.72
_05394_,10.72
rvsingle.dp.rf.rf\[14\]\[9\],10.72
net525,10.72
_00550_,10.705
_04938_,10.7
_05796_,10.7
_03132_,10.68
net288,10.68
net613,10.68
net720,10.68
_01220_,10.66
_01819_,10.66
_05535_,10.66
_05934_,10.66
net160,10.66
_00780_,10.64
_01159_,10.64
_05199_,10.64
net419,10.64
net512,10.64
_04605_,10.62
rvsingle.dp.rf.rf\[26\]\[10\],10.62
rvsingle.dp.rf.rf\[26\]\[18\],10.62
_02559_,10.6
net796,10.6
_00847_,10.585
_02066_,10.58
_04461_,10.58
_04745_,10.58
_00702_,10.565
_01729_,10.56
net198,10.56
WriteData[26],10.55
_02158_,10.54
_02533_,10.54
_04671_,10.54
_00124_,10.525
_05526_,10.52
_05759_,10.52
net158,10.52
_00491_,10.505
_01414_,10.5
_01754_,10.5
_05122_,10.5
net565,10.5
_04447_,10.48
net498,10.48
_03980_,10.46
net159,10.46
net190,10.46
_01516_,10.44
_01972_,10.44
_04044_,10.44
_04236_,10.44
_05215_,10.44
_05718_,10.44
net263,10.44
net407,10.44
net559,10.44
net786,10.44
_01750_,10.42
_03678_,10.42
net320,10.42
_02103_,10.4
_03470_,10.4
_03864_,10.4
_05186_,10.4
_05474_,10.4
_05694_,10.4
_05787_,10.4
rvsingle.dp.rf.rf\[4\]\[14\],10.4
net426,10.4
net584,10.4
_00481_,10.385
_00909_,10.385
rvsingle.dp.rf.rf\[2\]\[11\],10.385
_03321_,10.38
_01910_,10.36
_02366_,10.36
_02985_,10.36
_04526_,10.36
_05017_,10.36
rvsingle.dp.rf.rf\[25\]\[6\],10.36
_04779_,10.34
_05816_,10.34
WriteData[14],10.33
_01704_,10.33
_01850_,10.32
_02058_,10.32
_02356_,10.32
_02613_,10.32
_02937_,10.32
_04100_,10.32
_05478_,10.32
_05617_,10.32
net331,10.32
net377,10.32
net648,10.32
WriteData[2],10.3
_02216_,10.3
_02250_,10.3
_03322_,10.3
_04464_,10.3
_05411_,10.3
_01213_,10.28
_02901_,10.28
_03143_,10.28
_04015_,10.28
_04291_,10.28
_05455_,10.28
_01710_,10.26
_04048_,10.26
_00323_,10.245
_02691_,10.24
_03035_,10.24
_03424_,10.24
_05018_,10.24
_05158_,10.24
_05281_,10.24
rvsingle.dp.rf.rf\[1\]\[23\],10.24
net188,10.24
_01389_,10.22
net115,10.22
net357,10.22
net643,10.22
net735,10.22
_02812_,10.2
_03721_,10.2
_04277_,10.2
_05826_,10.2
_05956_,10.2
_03008_,10.18
_03343_,10.18
_04428_,10.18
net229,10.18
net231,10.18
_04220_,10.16
_04482_,10.16
_04593_,10.16
_04686_,10.16
rvsingle.dp.rf.rf\[8\]\[6\],10.16
_00476_,10.145
_03805_,10.145
_03375_,10.14
_04372_,10.14
net348,10.12
net570,10.12
_03037_,10.1
_04441_,10.1
_04540_,10.1
_05600_,10.1
net213,10.1
net329,10.1
WriteData[12],10.09
WriteData[9],10.09
_01161_,10.08
_00944_,10.065
_04155_,10.055
_00699_,10.045
_00861_,10.045
_02108_,10.04
_06058_,10.04
rvsingle.dp.rf.rf\[10\]\[13\],10.04
rvsingle.dp.rf.rf\[6\]\[23\],10.04
_00387_,10.025
_05020_,10.02
_00522_,10.005
_02632_,10
_02830_,10
_03487_,9.99
_01890_,9.98
_02238_,9.98
_03326_,9.98
_03530_,9.98
_04225_,9.98
_05686_,9.98
net129,9.98
net132,9.98
net576,9.98
net684,9.98
net731,9.98
net805,9.98
_04697_,9.965
_04685_,9.96
_04804_,9.96
_05539_,9.96
_00633_,9.94
_03147_,9.94
_03659_,9.94
_04600_,9.94
_04711_,9.94
_05120_,9.94
_05868_,9.94
rvsingle.dp.rf.rf\[0\]\[18\],9.94
net52,9.94
net121,9.94
net431,9.94
_02155_,9.93
_00931_,9.925
_01358_,9.92
_02760_,9.92
_03520_,9.92
_04669_,9.92
rvsingle.dp.rf.rf\[11\]\[7\],9.92
_00510_,9.905
_01515_,9.9
_05055_,9.9
_01681_,9.88
_04405_,9.88
_05376_,9.88
_05680_,9.88
net62,9.88
_00650_,9.865
_00336_,9.86
_01659_,9.86
_03400_,9.86
_03525_,9.86
_04006_,9.86
_04400_,9.86
_05139_,9.86
net11,9.86
net71,9.86
net176,9.86
net303,9.86
net598,9.86
net692,9.86
_03370_,9.84
_04019_,9.84
